Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
19720901	0.382	0.130	0.0	12.5	0.74	1.81	0.0	0.00	50.8	0.0	0.0	7.6	0.000	0.000	0.382	0.373	0.010
19720902	0.367	0.120	0.5	13.9	0.72	1.77	0.0	0.00	50.4	0.1	0.0	7.4	0.000	0.000	0.367	0.357	0.009
19720903	0.355	0.110	0.3	10.8	0.69	1.71	0.0	0.00	50.0	0.1	0.0	7.1	0.000	0.000	0.355	0.346	0.009
19720904	0.347	0.110	1.3	6.1	0.66	1.64	0.0	0.00	50.3	0.4	0.0	7.2	0.000	0.000	0.347	0.338	0.009
19720905	0.341	0.110	0.0	6.8	0.64	1.60	0.0	0.00	49.6	0.0	0.0	6.8	0.000	0.000	0.341	0.333	0.008
19720906	0.327	0.110	0.0	10.4	0.62	1.58	0.0	0.00	49.0	0.0	0.0	6.5	0.000	0.000	0.327	0.319	0.008
19720907	0.338	0.110	4.3	9.4	0.62	1.53	0.0	0.00	51.5	1.1	0.5	6.8	0.000	0.017	0.321	0.330	0.008
19720908	0.364	0.110	0.4	12.5	0.62	1.50	0.0	0.00	51.2	0.1	0.0	7.0	0.000	0.032	0.332	0.357	0.008
19720909	0.339	0.110	0.0	6.6	0.58	1.43	0.0	0.00	50.6	0.0	0.0	6.7	0.000	0.004	0.335	0.332	0.007
19720910	0.397	0.110	8.9	12.9	0.61	1.42	0.0	0.00	56.3	2.6	1.8	7.0	0.000	0.066	0.331	0.390	0.007
19720911	0.596	0.140	8.1	9.1	0.64	1.35	0.0	0.00	61.0	2.7	3.5	7.3	0.000	0.253	0.343	0.589	0.008
19720912	0.714	0.200	0.3	8.2	0.64	1.31	0.0	0.00	60.6	0.1	2.6	7.6	0.000	0.357	0.357	0.705	0.008
19720913	0.656	0.210	0.3	6.5	0.61	1.26	0.0	0.00	60.2	0.1	1.9	7.8	0.000	0.286	0.370	0.648	0.008
19720914	0.595	0.210	1.3	5.7	0.58	1.21	0.0	0.00	60.5	0.5	1.5	8.1	0.000	0.212	0.382	0.588	0.007
19720915	0.548	0.210	0.0	5.7	0.56	1.17	0.0	0.00	59.9	0.0	0.8	8.3	0.000	0.154	0.394	0.542	0.007
19720916	0.483	0.210	0.2	9.1	0.54	1.14	0.0	0.00	59.5	0.1	0.2	8.6	0.000	0.077	0.406	0.477	0.006
19720917	0.432	0.210	0.0	7.4	0.52	1.10	0.0	0.00	59.0	0.0	0.0	8.3	0.000	0.022	0.410	0.426	0.006
19720918	0.406	0.210	0.9	7.8	0.51	1.07	0.0	0.00	59.1	0.3	0.0	8.3	0.000	0.002	0.404	0.400	0.006
19720919	0.395	0.210	0.0	7.8	0.49	1.05	0.0	0.00	58.6	0.0	0.0	7.9	0.000	0.000	0.395	0.389	0.005
19720920	0.378	0.190	0.0	7.1	0.47	1.02	0.0	0.00	58.1	0.0	0.0	7.5	0.000	0.000	0.378	0.373	0.005
19720921	0.362	0.190	0.4	5.1	0.46	0.98	0.0	0.00	58.0	0.1	0.0	7.3	0.000	0.000	0.362	0.357	0.005
19720922	0.354	0.190	1.0	6.6	0.44	0.96	0.0	0.00	58.2	0.3	0.0	7.3	0.000	0.000	0.354	0.350	0.005
19720923	0.349	0.180	0.2	5.6	0.43	0.93	0.0	0.00	57.9	0.1	0.0	7.0	0.000	0.000	0.349	0.345	0.004
19720924	0.338	0.170	0.3	5.7	0.42	0.90	0.0	0.00	57.7	0.1	0.0	6.8	0.000	0.000	0.338	0.333	0.004
19720925	0.330	0.170	1.0	3.8	0.40	0.87	0.0	0.00	58.0	0.3	0.0	6.8	0.000	0.000	0.330	0.326	0.004
19720926	0.326	0.170	0.2	6.2	0.39	0.84	0.0	0.00	57.8	0.1	0.0	6.6	0.000	0.000	0.326	0.322	0.004
19720927	0.314	0.170	0.0	3.3	0.37	0.81	0.0	0.00	57.4	0.0	0.0	6.3	0.000	0.000	0.314	0.310	0.004
19720928	0.300	0.160	0.0	1.3	0.35	0.77	0.0	0.00	57.0	0.0	0.0	6.0	0.000	0.000	0.300	0.296	0.004
19720929	0.286	0.140	0.0	3.1	0.34	0.75	0.0	0.00	56.7	0.0	0.0	5.7	0.000	0.000	0.286	0.282	0.003
19720930	0.273	0.140	0.0	4.2	0.33	0.73	0.0	0.00	56.4	0.0	0.0	5.4	0.000	0.000	0.273	0.269	0.003
19721001	0.260	0.140	0.0	3.3	0.31	0.70	0.0	0.00	56.1	0.0	0.0	5.2	0.000	0.000	0.260	0.257	0.003
19721002	0.248	0.140	0.0	5.4	0.30	0.67	0.0	0.00	55.8	0.0	0.0	4.9	0.000	0.000	0.248	0.245	0.003
19721003	0.237	0.140	0.2	4.3	0.29	0.64	0.0	0.00	55.6	0.1	0.0	4.8	0.000	0.000	0.237	0.235	0.003
19721004	0.243	0.140	2.5	4.2	0.28	0.61	0.0	0.00	57.0	0.8	0.1	5.2	0.000	0.005	0.238	0.240	0.003
19721005	0.256	0.140	0.0	7.0	0.27	0.59	0.0	0.00	56.8	0.0	0.0	5.0	0.000	0.009	0.247	0.253	0.003
19721006	0.242	0.140	0.0	3.9	0.25	0.56	0.0	0.00	56.5	0.0	0.0	4.8	0.000	0.001	0.241	0.240	0.003
19721007	0.231	0.140	0.0	6.4	0.24	0.53	0.0	0.00	56.3	0.0	0.0	4.6	0.000	0.000	0.231	0.228	0.002
19721008	0.220	0.140	0.0	6.4	0.23	0.50	0.0	0.00	56.1	0.0	0.0	4.4	0.000	0.000	0.220	0.218	0.002
19721009	0.210	0.140	0.0	8.6	0.21	0.48	0.0	0.00	55.8	0.0	0.0	4.2	0.000	0.000	0.210	0.208	0.002
19721010	0.200	0.140	0.0	7.9	0.20	0.45	0.0	0.00	55.6	0.0	0.0	4.0	0.000	0.000	0.200	0.198	0.002
19721011	0.222	0.140	4.0	4.1	0.19	0.41	0.0	0.00	58.2	1.3	0.6	4.4	0.000	0.022	0.200	0.220	0.002
19721012	0.259	0.140	0.0	3.4	0.18	0.38	0.0	0.00	58.0	0.0	0.0	4.8	0.000	0.041	0.217	0.256	0.002
19721013	0.232	0.140	0.0	5.8	0.17	0.36	0.0	0.00	57.9	0.0	0.0	4.5	0.000	0.005	0.226	0.229	0.002
19721014	0.219	0.140	0.3	4.4	0.15	0.33	0.0	0.00	57.9	0.1	0.0	4.4	0.000	0.000	0.219	0.217	0.002
19721015	0.212	0.140	0.0	4.8	0.14	0.30	0.0	0.00	57.8	0.0	0.0	4.2	0.000	0.000	0.212	0.210	0.002
19721016	0.204	0.140	0.3	5.1	0.13	0.27	0.0	0.00	57.9	0.1	0.0	4.1	0.000	0.000	0.204	0.202	0.002
19721017	0.199	0.140	0.3	5.3	0.12	0.26	0.0	0.00	58.0	0.1	0.0	4.0	0.000	0.000	0.199	0.197	0.002
19721018	0.196	0.140	0.6	0.9	0.12	0.25	0.0	0.00	58.3	0.2	0.0	4.0	0.000	0.000	0.196	0.194	0.002
19721019	0.193	0.140	0.0	1.4	0.11	0.24	0.0	0.00	58.1	0.0	0.0	3.9	0.000	0.000	0.193	0.192	0.002
19721020	0.185	0.140	2.6	-1.2	0.11	0.23	2.2	1.00	58.0	0.0	0.0	3.7	0.000	0.000	0.185	0.183	0.002
19721021	0.176	0.140	0.0	-1.2	0.00	0.22	2.2	1.00	58.0	0.0	0.0	3.5	0.000	0.000	0.176	0.175	0.001
19721022	0.168	0.140	0.1	-2.4	0.00	0.22	2.3	1.00	58.0	0.0	0.0	3.4	0.000	0.000	0.168	0.167	0.001
19721023	0.161	0.140	4.5	-0.5	0.00	0.21	6.1	1.00	58.0	0.0	0.0	3.2	0.000	0.000	0.161	0.159	0.001
19721024	0.153	0.140	0.2	-0.9	0.00	0.20	6.3	1.00	58.0	0.0	0.0	3.0	0.000	0.000	0.153	0.152	0.001
19721025	0.146	0.140	0.6	0.2	0.00	0.19	6.8	1.00	58.0	0.0	0.0	2.9	0.000	0.000	0.146	0.145	0.001
19721026	0.139	0.140	0.0	0.0	0.00	0.18	6.8	1.00	58.0	0.0	0.0	2.8	0.000	0.000	0.139	0.138	0.001
19721027	0.133	0.140	0.0	-0.8	0.00	0.17	6.8	1.00	58.0	0.0	0.0	2.6	0.000	0.000	0.133	0.132	0.001
19721028	0.129	0.140	0.0	1.1	0.00	0.17	6.4	1.00	58.3	0.1	0.0	2.7	0.000	0.000	0.129	0.128	0.001
19721029	0.148	0.140	0.0	2.3	0.00	0.16	3.4	1.00	60.3	1.0	0.3	3.2	0.000	0.012	0.137	0.146	0.002
19721030	0.206	0.140	0.2	2.6	0.00	0.15	0.6	0.30	62.3	1.1	0.7	3.6	0.000	0.048	0.158	0.199	0.007
19721031	0.240	0.160	0.0	4.0	0.05	0.14	0.0	0.00	62.6	0.2	0.2	4.1	0.000	0.059	0.180	0.228	0.011
19721101	0.319	0.180	8.4	1.0	0.07	0.13	0.0	0.00	67.6	3.3	2.6	4.5	0.000	0.118	0.202	0.299	0.020
19721102	0.470	0.190	0.2	0.9	0.07	0.12	0.0	0.00	67.7	0.1	1.8	4.9	0.000	0.248	0.222	0.436	0.035
19721103	0.431	0.210	1.2	0.2	0.06	0.11	0.9	0.86	67.7	0.1	1.1	5.3	0.000	0.190	0.241	0.400	0.031
19721104	0.368	0.210	0.5	0.1	0.01	0.11	1.4	1.00	67.7	0.0	0.4	5.6	0.000	0.108	0.260	0.342	0.026
19721105	0.312	0.210	0.8	-0.2	0.00	0.10	2.1	1.00	67.7	0.0	0.0	5.8	0.000	0.038	0.274	0.291	0.021
19721106	0.284	0.210	0.2	1.1	0.00	0.09	1.4	0.86	68.3	0.4	0.0	5.9	0.000	0.004	0.280	0.265	0.019
19721107	0.280	0.210	0.0	0.6	0.01	0.08	1.2	0.86	68.4	0.1	0.0	5.6	0.000	0.000	0.280	0.261	0.019
19721108	0.270	0.210	0.0	-0.7	0.01	0.07	1.2	0.86	68.4	0.0	0.0	5.4	0.000	0.000	0.270	0.252	0.018
19721109	0.258	0.210	0.0	-0.2	0.00	0.06	1.2	0.86	68.3	0.0	0.0	5.1	0.000	0.000	0.258	0.240	0.017
19721110	0.246	0.210	0.5	0.4	0.00	0.05	1.6	0.86	68.4	0.0	0.0	4.9	0.000	0.000	0.246	0.230	0.017
19721111	0.236	0.210	0.0	0.3	0.00	0.04	1.6	0.86	68.4	0.0	0.0	4.7	0.000	0.000	0.236	0.220	0.016
19721112	0.225	0.210	0.4	-0.7	0.00	0.04	2.0	1.00	68.4	0.0	0.0	4.5	0.000	0.000	0.225	0.210	0.015
19721113	0.215	0.230	9.4	0.1	0.00	0.03	10.0	1.00	68.4	0.0	0.0	4.3	0.000	0.000	0.215	0.200	0.015
19721114	0.205	0.240	5.5	-0.9	0.00	0.02	14.7	1.00	68.4	0.0	0.0	4.1	0.000	0.000	0.205	0.191	0.014
19721115	0.195	0.240	0.0	-7.8	0.00	0.01	14.7	1.00	68.4	0.0	0.0	3.9	0.000	0.000	0.195	0.182	0.013
19721116	0.186	0.240	0.0	-9.4	0.00	0.00	14.7	1.00	68.4	0.0	0.0	3.7	0.000	0.000	0.186	0.174	0.013
19721117	0.178	0.240	0.0	-5.9	0.00	0.00	14.7	1.00	68.4	0.0	0.0	3.5	0.000	0.000	0.178	0.166	0.012
19721118	0.169	0.220	0.0	-4.6	0.00	0.00	14.7	1.00	68.4	0.0	0.0	3.4	0.000	0.000	0.169	0.158	0.011
19721119	0.162	0.210	0.0	-6.7	0.00	0.00	14.7	1.00	68.4	0.0	0.0	3.2	0.000	0.000	0.162	0.151	0.011
19721120	0.154	0.210	0.0	-8.4	0.00	0.00	14.7	1.00	68.4	0.0	0.0	3.1	0.000	0.000	0.154	0.144	0.010
19721121	0.147	0.200	3.5	-5.4	0.00	0.00	17.7	1.00	68.4	0.0	0.0	2.9	0.000	0.000	0.147	0.137	0.010
19721122	0.140	0.190	6.1	-0.2	0.00	0.00	23.0	1.00	68.4	0.0	0.0	2.8	0.000	0.000	0.140	0.131	0.010
19721123	0.134	0.190	0.5	-5.2	0.00	0.00	23.4	1.00	68.4	0.0	0.0	2.7	0.000	0.000	0.134	0.125	0.009
19721124	0.128	0.190	2.3	-7.2	0.00	0.00	25.4	1.00	68.4	0.0	0.0	2.5	0.000	0.000	0.128	0.119	0.009
19721125	0.122	0.190	0.7	-2.0	0.00	0.00	26.0	1.00	68.4	0.0	0.0	2.4	0.000	0.000	0.122	0.113	0.008
19721126	0.116	0.190	0.0	0.9	0.00	0.00	26.0	1.00	68.4	0.0	0.0	2.3	0.000	0.000	0.116	0.108	0.008
19721127	0.111	0.190	0.0	-3.7	0.00	0.00	26.0	1.00	68.4	0.0	0.0	2.2	0.000	0.000	0.111	0.103	0.008
19721128	0.106	0.190	1.9	-0.8	0.00	0.00	27.6	1.00	68.4	0.0	0.0	2.1	0.000	0.000	0.106	0.098	0.007
19721129	0.101	0.190	0.2	-1.1	0.00	0.00	27.7	1.00	68.4	0.0	0.0	2.0	0.000	0.000	0.101	0.094	0.007
19721130	0.096	0.190	9.9	-1.7	0.00	0.00	36.2	1.00	68.4	0.0	0.0	1.9	0.000	0.000	0.096	0.090	0.007
19721201	0.147	0.210	7.5	1.0	0.00	0.00	38.9	1.00	71.1	2.0	1.2	2.4	0.000	0.046	0.101	0.135	0.012
19721202	0.279	0.210	0.0	2.4	0.00	0.00	35.7	1.00	72.9	1.4	1.8	2.9	0.000	0.155	0.124	0.252	0.027
19721203	0.415	0.230	2.0	2.7	0.00	0.00	32.0	1.00	75.9	2.7	3.5	3.4	0.000	0.268	0.147	0.368	0.047
19721204	0.523	0.240	0.0	0.1	0.00	0.00	32.0	1.00	75.9	0.0	2.5	3.9	0.000	0.353	0.170	0.458	0.066
19721205	0.463	0.250	1.0	-1.0	0.00	0.00	32.8	1.00	75.9	0.0	1.7	4.3	0.000	0.271	0.192	0.405	0.058
19721206	0.448	0.280	0.0	2.8	0.00	0.00	29.2	1.00	77.7	1.8	2.5	4.7	0.000	0.236	0.213	0.389	0.059
19721207	0.502	0.320	5.8	0.2	0.00	0.00	33.5	1.00	78.1	0.4	2.1	5.1	0.000	0.270	0.232	0.430	0.072
19721208	0.466	0.330	0.0	-1.6	0.00	0.00	33.5	1.00	78.1	0.0	1.3	5.5	0.000	0.215	0.251	0.398	0.068
19721209	0.398	0.330	0.0	-10.4	0.00	0.00	33.5	1.00	78.1	0.0	0.6	5.8	0.000	0.129	0.269	0.341	0.057
19721210	0.336	0.330	6.6	-10.4	0.00	0.00	39.2	1.00	78.1	0.0	0.0	6.1	0.000	0.051	0.285	0.289	0.047
19721211	0.295	0.320	2.3	-7.8	0.00	0.00	41.1	1.00	78.1	0.0	0.0	5.8	0.000	0.005	0.290	0.255	0.040
19721212	0.279	0.290	0.2	-6.1	0.00	0.00	41.3	1.00	78.1	0.0	0.0	5.5	0.000	0.000	0.279	0.241	0.038
19721213	0.266	0.290	0.1	0.6	0.00	0.00	41.4	1.00	78.1	0.0	0.0	5.3	0.000	0.000	0.266	0.230	0.036
19721214	0.293	0.290	0.0	4.5	0.00	0.00	38.4	1.00	79.6	1.5	0.8	5.7	0.000	0.030	0.263	0.249	0.043
19721215	0.378	0.260	0.2	1.7	0.00	0.00	36.4	1.00	80.6	1.2	1.2	6.0	0.000	0.100	0.278	0.314	0.065
19721216	0.404	0.260	0.0	-1.4	0.00	0.00	36.4	1.00	80.6	0.0	0.5	6.3	0.000	0.109	0.295	0.332	0.072
19721217	0.354	0.260	0.0	-0.9	0.00	0.00	36.4	1.00	80.6	0.0	0.0	6.5	0.000	0.045	0.308	0.292	0.061
19721218	0.317	0.260	0.0	0.8	0.00	0.00	36.1	1.00	80.8	0.2	0.0	6.4	0.000	0.005	0.313	0.263	0.054
19721219	0.305	0.260	0.5	-1.1	0.00	0.00	36.6	1.00	80.8	0.0	0.0	6.1	0.000	0.000	0.305	0.253	0.052
19721220	0.291	0.290	0.0	-4.7	0.00	0.00	36.6	1.00	80.8	0.0	0.0	5.8	0.000	0.000	0.291	0.241	0.050
19721221	0.278	0.310	0.0	-6.8	0.00	0.00	36.6	1.00	80.8	0.0	0.0	5.5	0.000	0.000	0.278	0.230	0.047
19721222	0.265	0.320	0.0	-6.4	0.00	0.00	36.6	1.00	80.8	0.0	0.0	5.3	0.000	0.000	0.265	0.220	0.045
19721223	0.253	0.290	0.0	-8.3	0.00	0.00	36.6	1.00	80.8	0.0	0.0	5.0	0.000	0.000	0.253	0.209	0.043
19721224	0.241	0.290	0.5	-1.7	0.00	0.00	37.0	1.00	80.8	0.0	0.0	4.8	0.000	0.000	0.241	0.200	0.041
19721225	0.230	0.290	0.0	-8.2	0.00	0.00	37.0	1.00	80.8	0.0	0.0	4.6	0.000	0.000	0.230	0.191	0.039
19721226	0.219	0.260	0.0	-11.6	0.00	0.00	37.0	1.00	80.8	0.0	0.0	4.4	0.000	0.000	0.219	0.182	0.037
19721227	0.209	0.260	0.0	-2.8	0.00	0.00	37.0	1.00	80.8	0.0	0.0	4.2	0.000	0.000	0.209	0.173	0.036
19721228	0.199	0.260	0.0	-2.9	0.00	0.00	37.0	1.00	80.8	0.0	0.0	4.0	0.000	0.000	0.199	0.165	0.034
19721229	0.190	0.240	0.0	-0.8	0.00	0.00	37.0	1.00	80.8	0.0	0.0	3.8	0.000	0.000	0.190	0.158	0.032
19721230	0.181	0.240	0.0	1.2	0.00	0.00	37.0	1.00	80.8	0.0	0.0	3.6	0.000	0.000	0.181	0.150	0.031
19721231	0.241	0.240	0.0	4.6	0.00	0.00	32.6	1.00	82.8	2.4	1.6	4.1	0.000	0.059	0.182	0.192	0.050
19730101	0.359	0.240	0.0	1.0	0.00	0.00	31.8	1.00	83.1	0.5	1.3	4.5	0.000	0.158	0.201	0.273	0.085
19730102	0.344	0.240	0.0	-0.2	0.00	0.00	31.8	1.00	83.1	0.0	0.5	4.9	0.000	0.123	0.221	0.262	0.082
19730103	0.311	0.240	0.0	1.3	0.00	0.00	30.5	1.00	83.7	0.7	0.6	5.3	0.000	0.070	0.241	0.238	0.074
19730104	0.302	0.240	0.7	-2.5	0.00	0.00	31.1	1.00	83.7	0.0	0.0	5.6	0.000	0.044	0.258	0.230	0.072
19730105	0.397	0.280	0.0	5.0	0.00	0.00	23.8	1.00	86.8	4.2	3.2	5.9	0.000	0.124	0.273	0.288	0.108
19730106	0.796	0.610	0.0	7.0	0.00	0.00	13.9	0.86	90.7	5.9	7.6	6.2	0.000	0.507	0.290	0.533	0.264
19730107	1.254	1.280	0.7	5.0	0.00	0.00	7.4	0.86	93.3	4.6	10.4	6.6	0.000	0.948	0.306	0.791	0.463
19730108	1.561	1.620	2.4	3.3	0.00	0.00	4.4	0.30	95.2	3.6	11.9	6.9	0.000	1.240	0.321	0.950	0.612
19730109	1.652	1.800	0.0	1.6	0.00	0.00	4.0	0.30	95.3	0.3	10.3	7.2	0.000	1.315	0.336	0.990	0.662
19730110	1.571	2.140	0.4	5.6	0.00	0.00	1.6	0.30	96.2	1.9	10.4	7.4	0.000	1.221	0.350	0.938	0.633
19730111	1.518	2.340	0.0	1.2	0.00	0.00	1.4	0.30	96.3	0.1	8.9	7.7	0.000	1.155	0.364	0.901	0.618
19730112	1.368	2.190	0.0	-0.8	0.00	0.00	1.4	0.30	96.3	0.0	7.4	8.0	0.000	0.991	0.376	0.813	0.555
19730113	1.210	1.870	0.0	-3.0	0.00	0.00	1.4	0.30	96.3	0.0	6.0	8.2	0.000	0.822	0.388	0.722	0.488
19730114	1.069	1.500	0.0	-6.2	0.00	0.00	1.4	0.30	96.3	0.0	4.8	8.4	0.000	0.669	0.400	0.641	0.428
19730115	0.944	1.240	0.0	-1.8	0.00	0.00	1.4	0.30	96.3	0.0	3.7	8.7	0.000	0.532	0.411	0.568	0.375
19730116	0.832	1.050	0.0	-0.9	0.00	0.00	1.4	0.30	96.3	0.0	2.8	8.9	0.000	0.410	0.422	0.504	0.328
19730117	0.732	0.900	0.1	-2.3	0.00	0.00	1.5	1.00	96.3	0.0	1.9	9.1	0.000	0.300	0.432	0.446	0.286
19730118	0.643	0.800	1.5	-3.8	0.00	0.00	2.7	1.00	96.3	0.0	1.1	9.3	0.000	0.202	0.441	0.394	0.249
19730119	0.565	0.700	5.7	-3.3	0.00	0.00	7.6	1.00	96.3	0.0	0.4	9.4	0.000	0.114	0.451	0.349	0.216
19730120	0.498	0.630	3.1	-6.7	0.00	0.00	10.3	1.00	96.3	0.0	0.0	9.4	0.000	0.042	0.457	0.310	0.189
19730121	0.454	0.580	6.0	-5.0	0.00	0.01	15.4	1.00	96.3	0.0	0.0	9.0	0.000	0.004	0.450	0.284	0.171
19730122	0.431	0.540	0.0	-2.8	0.00	0.01	15.4	1.00	96.3	0.0	0.0	8.6	0.000	0.000	0.431	0.269	0.162
19730123	0.411	0.500	0.0	-2.3	0.00	0.01	15.4	1.00	96.3	0.0	0.0	8.2	0.000	0.000	0.411	0.257	0.154
19730124	0.392	0.440	0.0	-0.9	0.00	0.01	15.4	1.00	96.3	0.0	0.0	7.8	0.000	0.000	0.392	0.245	0.147
19730125	0.379	0.430	0.0	1.6	0.00	0.01	14.9	1.00	96.5	0.3	0.0	7.8	0.000	0.000	0.379	0.236	0.143
19730126	0.372	0.430	0.0	0.5	0.00	0.01	14.8	1.00	96.5	0.1	0.0	7.5	0.000	0.000	0.372	0.231	0.141
19730127	0.358	0.430	0.0	-7.4	0.00	0.01	14.8	1.00	96.5	0.0	0.0	7.1	0.000	0.000	0.358	0.222	0.136
19730128	0.342	0.400	0.0	-6.5	0.00	0.01	14.8	1.00	96.5	0.0	0.0	6.8	0.000	0.000	0.342	0.212	0.130
19730129	0.326	0.390	0.0	-4.8	0.00	0.01	14.8	1.00	96.5	0.0	0.0	6.5	0.000	0.000	0.326	0.202	0.124
19730130	0.311	0.360	0.0	-4.3	0.00	0.01	14.8	1.00	96.5	0.0	0.0	6.2	0.000	0.000	0.311	0.193	0.118
19730131	0.297	0.360	0.0	-2.6	0.00	0.02	14.8	1.00	96.5	0.0	0.0	5.9	0.000	0.000	0.297	0.184	0.113
19730201	0.283	0.330	0.0	-2.7	0.00	0.02	14.8	1.00	96.5	0.0	0.0	5.6	0.000	0.000	0.283	0.176	0.108
19730202	0.270	0.330	0.0	-3.7	0.00	0.02	14.8	1.00	96.5	0.0	0.0	5.4	0.000	0.000	0.270	0.167	0.103
19730203	0.258	0.290	0.0	-0.3	0.00	0.02	14.8	1.00	96.5	0.0	0.0	5.1	0.000	0.000	0.258	0.160	0.098
19730204	0.246	0.290	0.8	-1.6	0.00	0.02	15.5	1.00	96.5	0.0	0.0	4.9	0.000	0.000	0.246	0.152	0.093
19730205	0.234	0.260	0.0	-4.7	0.00	0.02	15.5	1.00	96.5	0.0	0.0	4.7	0.000	0.000	0.234	0.145	0.089
19730206	0.224	0.260	0.6	-3.4	0.00	0.02	16.0	1.00	96.5	0.0	0.0	4.5	0.000	0.000	0.224	0.139	0.085
19730207	0.213	0.240	0.0	-5.2	0.00	0.02	16.0	1.00	96.5	0.0	0.0	4.2	0.000	0.000	0.213	0.132	0.081
19730208	0.203	0.240	0.0	-7.6	0.00	0.02	16.0	1.00	96.5	0.0	0.0	4.1	0.000	0.000	0.203	0.126	0.077
19730209	0.194	0.240	0.0	-7.9	0.00	0.02	16.0	1.00	96.5	0.0	0.0	3.9	0.000	0.000	0.194	0.120	0.074
19730210	0.185	0.220	0.2	-9.8	0.00	0.02	16.2	1.00	96.5	0.0	0.0	3.7	0.000	0.000	0.185	0.115	0.070
19730211	0.176	0.210	0.9	-12.1	0.00	0.03	17.0	1.00	96.5	0.0	0.0	3.5	0.000	0.000	0.176	0.109	0.067
19730212	0.168	0.200	12.6	-3.2	0.00	0.03	27.7	1.00	96.5	0.0	0.0	3.4	0.000	0.000	0.168	0.104	0.064
19730213	0.161	0.220	5.1	-0.8	0.00	0.03	32.1	1.00	96.5	0.0	0.0	3.2	0.000	0.000	0.161	0.100	0.061
19730214	0.153	0.220	0.0	-5.2	0.00	0.03	32.1	1.00	96.5	0.0	0.0	3.1	0.000	0.000	0.153	0.095	0.058
19730215	0.146	0.210	0.0	-10.1	0.00	0.03	32.1	1.00	96.5	0.0	0.0	2.9	0.000	0.000	0.146	0.091	0.056
19730216	0.139	0.240	2.0	-13.4	0.00	0.04	33.7	1.00	96.5	0.0	0.0	2.8	0.000	0.000	0.139	0.086	0.053
19730217	0.133	0.220	0.6	-7.9	0.00	0.05	34.3	1.00	96.5	0.0	0.0	2.6	0.000	0.000	0.133	0.082	0.051
19730218	0.127	0.210	0.0	-4.3	0.00	0.06	34.3	1.00	96.5	0.0	0.0	2.5	0.000	0.000	0.127	0.079	0.048
19730219	0.121	0.210	3.0	-2.7	0.00	0.06	36.8	1.00	96.5	0.0	0.0	2.4	0.000	0.000	0.121	0.075	0.046
19730220	0.115	0.210	0.0	-5.6	0.00	0.07	36.8	1.00	96.5	0.0	0.0	2.3	0.000	0.000	0.115	0.071	0.044
19730221	0.110	0.210	0.6	-3.4	0.00	0.08	37.4	1.00	96.5	0.0	0.0	2.2	0.000	0.000	0.110	0.068	0.042
19730222	0.105	0.210	0.0	-13.4	0.00	0.09	37.4	1.00	96.5	0.0	0.0	2.1	0.000	0.000	0.105	0.065	0.040
19730223	0.100	0.200	0.2	-10.0	0.00	0.10	37.6	1.00	96.5	0.0	0.0	2.0	0.000	0.000	0.100	0.062	0.038
19730224	0.095	0.190	0.0	-11.9	0.00	0.10	37.6	1.00	96.5	0.0	0.0	1.9	0.000	0.000	0.095	0.059	0.036
19730225	0.091	0.190	0.0	-13.9	0.00	0.11	37.6	1.00	96.5	0.0	0.0	1.8	0.000	0.000	0.091	0.056	0.035
19730226	0.087	0.190	0.0	-13.7	0.00	0.12	37.6	1.00	96.5	0.0	0.0	1.7	0.000	0.000	0.087	0.054	0.033
19730227	0.083	0.180	0.0	-11.2	0.00	0.13	37.6	1.00	96.5	0.0	0.0	1.6	0.000	0.000	0.083	0.051	0.031
19730228	0.079	0.170	1.5	-12.5	0.00	0.13	38.8	1.00	96.5	0.0	0.0	1.6	0.000	0.000	0.079	0.049	0.030
19730301	0.075	0.170	0.0	-7.2	0.00	0.15	38.8	1.00	96.5	0.0	0.0	1.5	0.000	0.000	0.075	0.047	0.029
19730302	0.072	0.170	0.1	-2.9	0.00	0.16	38.9	1.00	96.5	0.0	0.0	1.4	0.000	0.000	0.072	0.045	0.027
19730303	0.069	0.170	0.0	-1.1	0.00	0.17	38.9	1.00	96.5	0.0	0.0	1.4	0.000	0.000	0.069	0.042	0.026
19730304	0.065	0.140	1.7	-1.1	0.00	0.17	40.3	1.00	96.5	0.0	0.0	1.3	0.000	0.000	0.065	0.041	0.025
19730305	0.062	0.170	0.6	0.7	0.00	0.18	40.9	1.00	96.5	0.0	0.0	1.2	0.000	0.000	0.062	0.039	0.024
19730306	0.059	0.150	0.0	-8.7	0.00	0.19	40.9	1.00	96.5	0.0	0.0	1.2	0.000	0.000	0.059	0.037	0.023
19730307	0.057	0.140	0.0	-8.9	0.00	0.19	40.9	1.00	96.5	0.0	0.0	1.1	0.000	0.000	0.057	0.035	0.022
19730308	0.054	0.140	0.3	-5.2	0.00	0.20	41.2	1.00	96.5	0.0	0.0	1.1	0.000	0.000	0.054	0.034	0.021
19730309	0.052	0.140	2.5	-4.7	0.00	0.21	43.3	1.00	96.5	0.0	0.0	1.0	0.000	0.000	0.052	0.032	0.020
19730310	0.058	0.140	0.0	3.5	0.00	0.23	42.4	1.00	96.8	0.6	0.0	1.5	0.000	0.000	0.058	0.035	0.023
