Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
19760522	0.981	1.070	0.0	8.1	2.12	3.02	0.0	0.00	86.2	0.0	2.9	11.5	0.000	0.426	0.554	0.453	0.528
19760523	0.873	0.940	0.0	9.9	2.11	3.07	0.0	0.00	84.1	0.0	2.0	11.6	0.000	0.315	0.558	0.407	0.467
19760524	0.777	0.840	0.0	13.3	2.10	3.14	0.0	0.00	82.0	0.0	1.2	11.7	0.000	0.215	0.562	0.365	0.412
19760525	0.692	0.740	0.0	15.6	2.09	3.20	0.0	0.00	79.9	0.0	0.5	11.7	0.000	0.126	0.566	0.328	0.364
19760526	0.617	0.650	0.0	14.6	2.05	3.23	0.0	0.00	77.9	0.0	0.0	11.7	0.000	0.049	0.568	0.295	0.322
19760527	0.564	0.580	0.0	3.4	1.95	3.14	0.0	0.00	75.9	0.0	0.0	11.2	0.000	0.005	0.559	0.272	0.292
19760528	0.535	0.510	0.0	6.6	1.94	3.21	0.0	0.00	74.0	0.0	0.0	10.7	0.000	0.000	0.535	0.258	0.277
19760529	0.510	0.460	0.0	7.8	1.92	3.26	0.0	0.00	72.1	0.0	0.0	10.2	0.000	0.000	0.510	0.246	0.264
19760530	0.487	0.410	0.0	9.3	1.90	3.31	0.0	0.00	70.2	0.0	0.0	9.7	0.000	0.000	0.487	0.235	0.252
19760531	0.464	0.370	0.0	11.9	1.88	3.37	0.0	0.00	68.3	0.0	0.0	9.2	0.000	0.000	0.464	0.224	0.240
19760601	0.443	0.330	0.0	9.3	1.84	3.38	0.0	0.00	66.4	0.0	0.0	8.8	0.000	0.000	0.443	0.213	0.229
19760602	0.422	0.320	0.0	9.2	1.81	3.41	0.0	0.00	64.6	0.0	0.0	8.4	0.000	0.000	0.422	0.204	0.219
19760603	0.403	0.290	0.0	9.1	1.77	3.45	0.0	0.00	62.9	0.0	0.0	8.0	0.000	0.000	0.403	0.194	0.209
19760604	0.384	0.270	0.0	7.6	1.73	3.46	0.0	0.00	61.1	0.0	0.0	7.7	0.000	0.000	0.384	0.185	0.199
19760605	0.366	0.250	0.0	9.5	1.71	3.52	0.0	0.00	59.4	0.0	0.0	7.3	0.000	0.000	0.366	0.177	0.190
19760606	0.357	0.230	1.6	6.1	1.68	3.51	0.0	0.00	58.8	0.5	0.0	7.5	0.000	0.000	0.357	0.172	0.186
19760607	0.364	0.210	1.7	9.1	1.69	3.58	0.0	0.00	58.2	0.6	0.0	7.7	0.000	0.000	0.364	0.173	0.191
19760608	0.365	0.200	0.0	7.9	1.67	3.60	0.0	0.00	56.5	0.0	0.0	7.3	0.000	0.000	0.365	0.173	0.192
19760609	0.350	0.190	0.0	7.2	1.63	3.63	0.0	0.00	54.9	0.0	0.0	7.0	0.000	0.000	0.350	0.166	0.184
19760610	0.334	0.180	0.0	10.1	1.62	3.70	0.0	0.00	53.2	0.0	0.0	6.7	0.000	0.000	0.334	0.158	0.176
19760611	0.319	0.170	0.0	9.6	1.58	3.73	0.0	0.00	51.7	0.0	0.0	6.3	0.000	0.000	0.319	0.151	0.168
19760612	0.304	0.170	0.0	11.0	1.55	3.78	0.0	0.00	50.1	0.0	0.0	6.1	0.000	0.000	0.304	0.144	0.160
19760613	0.290	0.150	0.0	12.5	1.53	3.83	0.0	0.00	48.6	0.0	0.0	5.8	0.000	0.000	0.290	0.137	0.153
19760614	0.634	0.180	32.4	15.3	1.84	3.90	0.0	0.00	68.0	11.1	9.4	6.1	0.000	0.348	0.286	0.365	0.269
19760615	1.308	0.350	4.2	10.9	2.14	3.88	0.0	0.00	68.2	1.8	9.4	6.4	0.000	1.009	0.300	0.811	0.498
19760616	1.355	0.490	0.0	16.2	2.17	3.98	0.0	0.00	66.1	0.0	7.8	6.8	0.000	1.039	0.316	0.845	0.509
19760617	1.209	0.520	0.0	14.1	2.08	3.94	0.0	0.00	64.0	0.0	6.5	7.1	0.000	0.878	0.331	0.752	0.457
19760618	1.064	0.490	0.0	7.2	1.96	3.84	0.0	0.00	62.0	0.0	5.2	7.3	0.000	0.720	0.345	0.659	0.406
19760619	0.936	0.460	0.0	12.4	1.93	3.90	0.0	0.00	60.1	0.0	4.1	7.6	0.000	0.578	0.359	0.576	0.360
19760620	0.914	0.430	7.6	8.9	1.91	3.84	0.0	0.00	63.0	2.8	5.6	7.9	0.000	0.543	0.372	0.568	0.346
19760621	1.009	0.430	2.5	8.1	1.94	3.81	0.0	0.00	62.6	0.9	5.3	8.1	0.000	0.625	0.384	0.642	0.367
19760622	0.970	0.430	0.0	11.9	1.92	3.85	0.0	0.00	60.7	0.0	4.1	8.4	0.000	0.575	0.396	0.621	0.349
19760623	0.863	0.400	0.0	13.1	1.86	3.85	0.0	0.00	58.8	0.0	3.1	8.6	0.000	0.456	0.407	0.550	0.313
19760624	0.766	0.390	0.6	12.2	1.80	3.83	0.0	0.00	57.5	0.2	2.4	8.8	0.000	0.348	0.418	0.485	0.281
19760625	0.762	0.360	6.6	14.6	1.83	3.85	0.0	0.00	60.0	2.3	3.6	9.0	0.000	0.334	0.428	0.490	0.272
19760626	0.839	0.360	2.1	16.6	1.86	3.86	0.0	0.00	59.5	0.7	3.3	9.2	0.000	0.401	0.438	0.554	0.285
19760627	0.806	0.350	0.2	16.6	1.82	3.85	0.0	0.00	57.8	0.1	2.5	9.4	0.000	0.359	0.447	0.535	0.271
19760628	0.721	0.320	0.0	13.4	1.75	3.79	0.0	0.00	56.0	0.0	1.6	9.6	0.000	0.265	0.456	0.476	0.245
19760629	0.636	0.280	0.0	13.3	1.69	3.78	0.0	0.00	54.4	0.0	0.9	9.7	0.000	0.171	0.465	0.416	0.220
19760630	0.559	0.260	0.0	11.7	1.62	3.75	0.0	0.00	52.7	0.0	0.2	9.9	0.000	0.086	0.473	0.363	0.197
19760701	0.499	0.240	0.0	10.3	1.56	3.71	0.0	0.00	51.2	0.0	0.0	9.6	0.000	0.024	0.474	0.321	0.178
19760702	0.463	0.230	0.0	11.6	1.52	3.72	0.0	0.00	49.7	0.0	0.0	9.2	0.000	0.002	0.461	0.297	0.166
19760703	0.443	0.210	0.5	7.6	1.45	3.66	0.0	0.00	48.6	0.1	0.0	8.9	0.000	0.000	0.443	0.284	0.159
19760704	0.427	0.200	0.2	10.4	1.43	3.68	0.0	0.00	47.3	0.1	0.0	8.5	0.000	0.000	0.427	0.274	0.153
19760705	0.409	0.180	0.0	11.6	1.39	3.68	0.0	0.00	45.9	0.0	0.0	8.2	0.000	0.000	0.409	0.263	0.146
19760706	0.390	0.170	0.0	15.2	1.36	3.71	0.0	0.00	44.6	0.0	0.0	7.8	0.000	0.000	0.390	0.251	0.139
19760707	0.375	0.140	0.7	15.2	1.32	3.70	0.0	0.00	43.8	0.2	0.0	7.6	0.000	0.000	0.375	0.241	0.133
19760708	0.362	0.140	0.0	15.0	1.29	3.68	0.0	0.00	42.5	0.0	0.0	7.2	0.000	0.000	0.362	0.234	0.128
19760709	0.346	0.130	0.0	15.6	1.25	3.68	0.0	0.00	41.3	0.0	0.0	6.9	0.000	0.000	0.346	0.223	0.123
19760710	0.343	0.130	3.5	16.6	1.25	3.68	0.0	0.00	42.8	0.7	0.1	7.2	0.000	0.003	0.339	0.223	0.120
19760711	0.350	0.130	0.2	12.1	1.23	3.61	0.0	0.00	41.8	0.0	0.0	7.0	0.000	0.006	0.344	0.231	0.119
19760712	0.335	0.130	0.0	16.1	1.21	3.64	0.0	0.00	40.5	0.0	0.0	6.7	0.000	0.001	0.334	0.221	0.114
19760713	0.319	0.120	0.0	15.2	1.17	3.62	0.0	0.00	39.4	0.0	0.0	6.4	0.000	0.000	0.319	0.211	0.108
19760714	0.323	0.100	4.6	17.5	1.19	3.63	0.0	0.00	41.8	0.9	0.2	6.7	0.000	0.009	0.314	0.216	0.107
19760715	0.345	0.110	2.1	17.6	1.23	3.62	0.0	0.00	42.2	0.4	0.0	7.0	0.000	0.019	0.326	0.236	0.109
19760716	0.337	0.110	0.2	15.5	1.21	3.59	0.0	0.00	41.2	0.0	0.0	6.7	0.000	0.005	0.333	0.232	0.105
19760717	0.361	0.110	7.0	14.6	1.24	3.54	0.0	0.00	45.4	1.5	0.8	7.0	0.000	0.030	0.331	0.255	0.106
19760718	0.406	0.110	0.2	16.2	1.28	3.53	0.0	0.00	44.3	0.0	0.2	7.3	0.000	0.062	0.343	0.295	0.111
19760719	0.370	0.110	0.0	15.5	1.23	3.48	0.0	0.00	43.0	0.0	0.0	7.1	0.000	0.020	0.350	0.267	0.103
19760720	0.443	0.120	13.4	15.9	1.32	3.45	0.0	0.00	51.7	3.4	2.4	7.4	0.000	0.092	0.351	0.334	0.108
19760721	0.600	0.130	0.7	15.4	1.41	3.41	0.0	0.00	50.9	0.2	1.8	7.7	0.000	0.237	0.363	0.476	0.124
19760722	0.562	0.130	0.0	13.6	1.36	3.36	0.0	0.00	49.5	0.0	1.0	7.9	0.000	0.186	0.375	0.445	0.117
19760723	0.489	0.110	0.0	12.1	1.30	3.31	0.0	0.00	48.2	0.0	0.3	8.2	0.000	0.102	0.388	0.383	0.106
19760724	0.429	0.110	0.0	14.4	1.27	3.30	0.0	0.00	46.9	0.0	0.0	8.1	0.000	0.034	0.395	0.332	0.097
19760725	0.398	0.110	1.8	18.2	1.25	3.31	0.0	0.00	47.0	0.4	0.0	8.2	0.000	0.003	0.395	0.307	0.091
19760726	0.391	0.110	0.2	13.8	1.21	3.23	0.0	0.00	45.9	0.1	0.0	7.9	0.000	0.000	0.391	0.303	0.088
19760727	0.507	0.120	15.5	12.3	1.30	3.18	0.0	0.00	55.8	4.3	3.3	8.1	0.000	0.121	0.385	0.412	0.095
19760728	0.865	0.150	13.3	10.0	1.49	3.12	0.0	0.00	63.0	4.6	6.5	8.3	0.000	0.470	0.395	0.745	0.120
19760729	1.088	0.180	0.2	10.1	1.55	3.09	0.0	0.00	61.6	0.1	5.3	8.6	0.000	0.682	0.406	0.957	0.132
19760730	1.004	0.200	0.0	8.8	1.49	3.04	0.0	0.00	60.1	0.0	4.2	8.8	0.000	0.587	0.417	0.881	0.123
19760731	0.887	0.210	0.0	7.3	1.43	2.99	0.0	0.00	58.6	0.0	3.2	9.0	0.000	0.459	0.427	0.775	0.112
19760801	0.782	0.200	0.0	8.5	1.39	2.97	0.0	0.00	57.3	0.0	2.3	9.2	0.000	0.345	0.437	0.679	0.102
19760802	0.688	0.190	0.0	8.5	1.34	2.94	0.0	0.00	55.9	0.0	1.4	9.4	0.000	0.242	0.447	0.595	0.093
19760803	0.668	0.170	5.8	10.8	1.35	2.93	0.0	0.00	58.5	1.9	2.4	9.5	0.000	0.213	0.456	0.579	0.089
19760804	0.853	0.180	12.0	10.4	1.43	2.89	0.0	0.00	64.7	4.4	5.5	9.7	0.000	0.389	0.464	0.757	0.096
19760805	1.148	0.210	7.6	10.9	1.52	2.86	0.0	0.00	67.7	3.1	7.1	9.9	0.000	0.675	0.472	1.040	0.108
19760806	1.247	0.260	0.0	12.1	1.53	2.84	0.0	0.00	66.2	0.0	5.8	10.0	0.000	0.767	0.480	1.138	0.109
19760807	1.132	0.320	0.0	12.6	1.48	2.81	0.0	0.00	64.7	0.0	4.6	10.2	0.000	0.645	0.487	1.032	0.101
19760808	1.005	0.290	0.0	11.9	1.43	2.77	0.0	0.00	63.3	0.0	3.6	10.3	0.000	0.511	0.494	0.913	0.092
19760809	0.892	0.290	0.0	15.9	1.40	2.77	0.0	0.00	61.9	0.0	2.6	10.5	0.000	0.391	0.501	0.807	0.085
19760810	0.791	0.260	0.0	16.2	1.35	2.74	0.0	0.00	60.5	0.0	1.8	10.6	0.000	0.283	0.508	0.713	0.078
19760811	0.700	0.240	0.0	15.7	1.30	2.70	0.0	0.00	59.2	0.0	1.0	10.7	0.000	0.187	0.514	0.629	0.071
19760812	0.620	0.220	0.0	15.7	1.26	2.66	0.0	0.00	58.0	0.0	0.3	10.8	0.000	0.100	0.519	0.554	0.065
19760813	0.554	0.210	0.0	13.8	1.21	2.61	0.0	0.00	56.7	0.0	0.0	10.6	0.000	0.033	0.521	0.493	0.060
19760814	0.511	0.190	0.0	13.8	1.17	2.58	0.0	0.00	55.6	0.0	0.0	10.1	0.000	0.003	0.508	0.455	0.057
19760815	0.486	0.190	0.0	15.7	1.13	2.56	0.0	0.00	54.4	0.0	0.0	9.7	0.000	0.000	0.486	0.432	0.054
19760816	0.464	0.180	0.0	15.9	1.10	2.53	0.0	0.00	53.3	0.0	0.0	9.2	0.000	0.000	0.464	0.412	0.052
19760817	0.442	0.140	0.0	14.6	1.05	2.47	0.0	0.00	52.3	0.0	0.0	8.8	0.000	0.000	0.442	0.393	0.049
19760818	0.422	0.130	0.0	15.0	1.01	2.43	0.0	0.00	51.3	0.0	0.0	8.4	0.000	0.000	0.422	0.375	0.047
19760819	0.402	0.130	0.0	12.9	0.97	2.37	0.0	0.00	50.3	0.0	0.0	8.0	0.000	0.000	0.402	0.357	0.045
19760820	0.384	0.130	0.0	9.2	0.92	2.30	0.0	0.00	49.4	0.0	0.0	7.6	0.000	0.000	0.384	0.341	0.043
19760821	0.366	0.110	0.0	9.8	0.89	2.27	0.0	0.00	48.5	0.0	0.0	7.3	0.000	0.000	0.366	0.325	0.041
19760822	0.349	0.110	0.0	12.8	0.87	2.24	0.0	0.00	47.6	0.0	0.0	7.0	0.000	0.000	0.349	0.310	0.039
19760823	0.333	0.110	0.0	14.3	0.84	2.21	0.0	0.00	46.8	0.0	0.0	6.6	0.000	0.000	0.333	0.296	0.037
19760824	0.318	0.100	0.0	12.1	0.80	2.15	0.0	0.00	46.0	0.0	0.0	6.3	0.000	0.000	0.318	0.282	0.035
19760825	0.304	0.100	0.2	10.6	0.77	2.10	0.0	0.00	45.4	0.0	0.0	6.1	0.000	0.000	0.304	0.270	0.034
19760826	0.291	0.080	0.0	11.2	0.74	2.06	0.0	0.00	44.6	0.0	0.0	5.8	0.000	0.000	0.291	0.259	0.032
19760827	0.278	0.080	0.0	9.9	0.71	2.01	0.0	0.00	43.9	0.0	0.0	5.5	0.000	0.000	0.278	0.247	0.031
19760828	0.265	0.080	0.0	12.4	0.69	1.98	0.0	0.00	43.2	0.0	0.0	5.3	0.000	0.000	0.265	0.236	0.029
19760829	0.253	0.060	0.0	15.7	0.67	1.96	0.0	0.00	42.6	0.0	0.0	5.0	0.000	0.000	0.253	0.225	0.028
19760830	0.305	0.060	9.6	14.3	0.70	1.91	0.0	0.00	49.2	2.3	1.5	5.4	0.000	0.055	0.250	0.276	0.029
19760831	0.400	0.060	0.3	9.3	0.72	1.83	0.0	0.00	48.7	0.1	0.8	5.8	0.000	0.134	0.266	0.368	0.032
19760901	0.360	0.060	0.0	9.2	0.69	1.79	0.0	0.00	48.0	0.0	0.2	6.1	0.000	0.077	0.283	0.331	0.029
19760902	0.311	0.060	0.0	4.8	0.66	1.72	0.0	0.00	47.4	0.0	0.0	6.0	0.000	0.019	0.293	0.285	0.027
19760903	0.287	0.060	0.0	4.6	0.63	1.68	0.0	0.00	46.7	0.0	0.0	5.7	0.000	0.001	0.286	0.262	0.025
19760904	0.273	0.060	0.0	4.1	0.61	1.63	0.0	0.00	46.1	0.0	0.0	5.4	0.000	0.000	0.273	0.249	0.024
19760905	0.264	0.050	0.8	4.6	0.59	1.59	0.0	0.00	46.2	0.2	0.0	5.4	0.000	0.000	0.264	0.241	0.023
19760906	0.262	0.050	1.3	8.4	0.58	1.57	0.0	0.00	46.6	0.3	0.0	5.4	0.000	0.000	0.262	0.239	0.022
19760907	0.260	0.050	0.2	5.3	0.56	1.51	0.0	0.00	46.2	0.1	0.0	5.2	0.000	0.000	0.260	0.238	0.022
19760908	0.251	0.050	0.0	5.4	0.54	1.47	0.0	0.00	45.7	0.0	0.0	5.0	0.000	0.000	0.251	0.230	0.021
19760909	0.242	0.050	0.8	3.4	0.52	1.41	0.0	0.00	45.8	0.2	0.0	5.0	0.000	0.000	0.242	0.222	0.020
19760910	0.343	0.070	13.2	7.2	0.56	1.39	0.0	0.00	54.9	3.6	2.6	5.3	0.000	0.097	0.246	0.321	0.022
19760911	0.554	0.090	4.0	8.1	0.60	1.35	0.0	0.00	57.0	1.3	2.9	5.7	0.000	0.291	0.262	0.527	0.027
19760912	0.592	0.100	0.8	5.7	0.59	1.30	0.0	0.00	57.0	0.3	2.3	6.0	0.000	0.312	0.280	0.565	0.027
19760913	0.594	0.110	5.2	6.5	0.59	1.26	0.0	0.00	59.9	1.7	3.0	6.4	0.000	0.298	0.296	0.568	0.026
19760914	0.719	0.130	7.9	8.1	0.61	1.22	0.0	0.00	64.3	2.9	4.7	6.7	0.000	0.407	0.312	0.691	0.028
19760915	0.820	0.160	0.0	5.3	0.60	1.16	0.0	0.00	63.7	0.0	3.6	7.0	0.000	0.493	0.327	0.791	0.029
19760916	0.740	0.160	0.0	3.9	0.57	1.12	0.0	0.00	63.1	0.0	2.7	7.3	0.000	0.398	0.342	0.713	0.027
19760917	0.645	0.160	0.0	2.8	0.54	1.08	0.0	0.00	62.6	0.0	1.8	7.6	0.000	0.290	0.356	0.621	0.024
19760918	0.561	0.140	0.0	3.8	0.53	1.06	0.0	0.00	62.0	0.0	1.1	7.8	0.000	0.193	0.369	0.539	0.022
19760919	0.487	0.140	0.0	6.4	0.51	1.04	0.0	0.00	61.5	0.0	0.4	8.1	0.000	0.106	0.381	0.467	0.020
19760920	0.426	0.140	0.0	7.7	0.50	1.02	0.0	0.00	61.0	0.0	0.0	8.1	0.000	0.036	0.389	0.408	0.018
19760921	0.388	0.140	0.0	7.8	0.48	0.99	0.0	0.00	60.5	0.0	0.0	7.7	0.000	0.004	0.384	0.371	0.017
19760922	0.368	0.140	0.0	6.8	0.46	0.96	0.0	0.00	60.1	0.0	0.0	7.3	0.000	0.000	0.368	0.352	0.016
19760923	0.354	0.140	0.5	7.1	0.45	0.93	0.0	0.00	60.0	0.2	0.0	7.2	0.000	0.000	0.354	0.338	0.015
19760924	0.380	0.130	4.2	6.9	0.44	0.90	0.0	0.00	62.2	1.5	0.7	7.4	0.000	0.028	0.352	0.364	0.016
19760925	0.420	0.130	0.0	5.8	0.43	0.87	0.0	0.00	61.8	0.0	0.1	7.7	0.000	0.056	0.363	0.404	0.016
19760926	0.382	0.130	0.0	5.5	0.41	0.84	0.0	0.00	61.4	0.0	0.0	7.4	0.000	0.014	0.368	0.367	0.015
19760927	0.357	0.130	0.0	4.4	0.40	0.81	0.0	0.00	61.0	0.0	0.0	7.1	0.000	0.001	0.356	0.343	0.014
19760928	0.340	0.120	0.0	-0.4	0.37	0.77	0.0	0.00	60.6	0.0	0.0	6.8	0.000	0.000	0.340	0.327	0.013
19760929	0.324	0.110	0.0	-1.0	0.36	0.74	0.0	0.00	60.2	0.0	0.0	6.5	0.000	0.000	0.324	0.312	0.013
19760930	0.309	0.110	0.0	-0.3	0.34	0.72	0.0	0.00	59.9	0.0	0.0	6.2	0.000	0.000	0.309	0.297	0.012
19761001	0.295	0.110	0.0	2.3	0.33	0.69	0.0	0.00	59.6	0.0	0.0	5.9	0.000	0.000	0.295	0.284	0.012
19761002	0.281	0.110	0.0	2.2	0.32	0.67	0.0	0.00	59.2	0.0	0.0	5.6	0.000	0.000	0.281	0.270	0.011
19761003	0.268	0.100	0.0	1.0	0.30	0.63	0.0	0.00	58.9	0.0	0.0	5.3	0.000	0.000	0.268	0.258	0.011
19761004	0.256	0.100	0.0	4.3	0.29	0.61	0.0	0.00	58.7	0.0	0.0	5.1	0.000	0.000	0.256	0.246	0.010
19761005	0.244	0.100	0.0	4.5	0.27	0.59	0.0	0.00	58.4	0.0	0.0	4.9	0.000	0.000	0.244	0.235	0.010
19761006	0.346	0.100	10.5	4.2	0.27	0.56	0.0	0.00	64.8	3.8	2.8	5.3	0.000	0.104	0.242	0.336	0.011
19761007	0.629	0.130	7.6	7.1	0.28	0.53	0.0	0.00	69.0	3.1	4.7	5.6	0.000	0.371	0.258	0.614	0.015
19761008	0.773	0.180	0.5	5.0	0.28	0.50	0.0	0.00	69.1	0.2	3.8	6.0	0.000	0.497	0.276	0.756	0.016
19761009	0.710	0.190	0.0	4.4	0.26	0.47	0.0	0.00	68.8	0.0	2.8	6.3	0.000	0.417	0.293	0.695	0.015
19761010	0.623	0.190	0.4	2.3	0.24	0.44	0.0	0.00	68.8	0.2	2.1	6.6	0.000	0.314	0.309	0.609	0.014
19761011	0.673	0.200	8.4	3.1	0.23	0.41	0.0	0.00	73.3	3.7	4.7	6.9	0.000	0.349	0.324	0.659	0.014
19761012	0.819	0.230	4.2	-0.6	0.22	0.38	3.5	1.00	73.0	0.0	3.6	7.2	0.000	0.480	0.339	0.804	0.015
19761013	0.747	0.240	0.2	-1.5	0.00	0.35	3.7	1.00	73.0	0.0	2.6	7.5	0.000	0.394	0.353	0.733	0.014
19761014	0.652	0.210	0.4	-1.5	0.00	0.32	4.1	1.00	73.0	0.0	1.8	7.8	0.000	0.286	0.366	0.639	0.013
19761015	0.568	0.210	0.0	0.2	0.00	0.30	4.1	1.00	73.0	0.0	1.0	8.0	0.000	0.189	0.379	0.556	0.011
19761016	0.505	0.210	0.0	1.2	0.00	0.27	3.3	1.00	73.5	0.3	0.7	8.3	0.000	0.114	0.391	0.494	0.011
19761017	0.492	0.190	0.0	1.8	0.00	0.26	1.2	0.86	74.6	1.0	0.9	8.5	0.000	0.089	0.402	0.480	0.011
19761018	0.507	0.190	0.0	1.9	0.02	0.25	0.2	0.30	75.1	0.5	0.7	8.7	0.000	0.094	0.413	0.494	0.013
19761019	0.483	0.190	0.0	2.6	0.10	0.24	0.0	0.00	75.1	0.1	0.1	8.9	0.000	0.059	0.424	0.470	0.013
19761020	0.440	0.190	0.0	2.6	0.14	0.24	0.0	0.00	74.9	0.0	0.0	8.6	0.000	0.014	0.426	0.428	0.012
19761021	0.413	0.170	0.0	2.5	0.14	0.23	0.0	0.00	74.8	0.0	0.0	8.2	0.000	0.001	0.412	0.402	0.011
19761022	0.393	0.190	0.0	4.0	0.13	0.22	0.0	0.00	74.7	0.0	0.0	7.8	0.000	0.000	0.393	0.382	0.011
19761023	0.375	0.200	0.0	3.0	0.13	0.21	0.0	0.00	74.6	0.0	0.0	7.5	0.000	0.000	0.375	0.365	0.010
19761024	0.358	0.230	0.0	-0.3	0.12	0.20	0.0	0.00	74.4	0.0	0.0	7.1	0.000	0.000	0.358	0.348	0.010
19761025	0.341	0.240	0.0	1.9	0.11	0.19	0.0	0.00	74.3	0.0	0.0	6.8	0.000	0.000	0.341	0.332	0.009
19761026	0.325	0.240	0.0	-1.4	0.11	0.18	0.0	0.00	74.2	0.0	0.0	6.5	0.000	0.000	0.325	0.317	0.009
19761027	0.310	0.240	0.2	-4.6	0.10	0.17	0.2	1.00	74.1	0.0	0.0	6.2	0.000	0.000	0.310	0.302	0.008
19761028	0.296	0.240	0.0	-0.9	0.00	0.16	0.2	1.00	74.1	0.0	0.0	5.9	0.000	0.000	0.296	0.288	0.008
19761029	0.282	0.230	0.0	-3.9	0.00	0.15	0.2	1.00	74.1	0.0	0.0	5.6	0.000	0.000	0.282	0.275	0.008
19761030	0.269	0.210	1.1	-0.9	0.00	0.15	1.2	1.00	74.1	0.0	0.0	5.4	0.000	0.000	0.269	0.262	0.007
19761031	0.257	0.210	3.3	-1.5	0.00	0.14	4.0	1.00	74.1	0.0	0.0	5.1	0.000	0.000	0.257	0.250	0.007
19761101	0.245	0.240	0.2	-5.6	0.00	0.13	4.2	1.00	74.1	0.0	0.0	4.9	0.000	0.000	0.245	0.238	0.007
19761102	0.234	0.240	4.2	-7.1	0.00	0.12	7.7	1.00	74.1	0.0	0.0	4.7	0.000	0.000	0.234	0.227	0.006
19761103	0.223	0.240	4.7	-1.4	0.00	0.11	11.7	1.00	74.1	0.0	0.0	4.4	0.000	0.000	0.223	0.217	0.006
19761104	0.213	0.220	4.2	-0.8	0.00	0.10	15.2	1.00	74.1	0.0	0.0	4.2	0.000	0.000	0.213	0.207	0.006
19761105	0.203	0.250	8.2	-0.9	0.00	0.10	22.2	1.00	74.1	0.0	0.0	4.0	0.000	0.000	0.203	0.197	0.005
19761106	0.193	0.250	0.0	0.1	0.00	0.09	22.2	1.00	74.1	0.0	0.0	3.9	0.000	0.000	0.193	0.188	0.005
19761107	0.184	0.240	5.2	-1.2	0.00	0.08	26.7	1.00	74.1	0.0	0.0	3.7	0.000	0.000	0.184	0.179	0.005
19761108	0.197	0.260	1.6	2.4	0.00	0.07	26.1	1.00	75.2	1.0	0.3	4.1	0.000	0.011	0.185	0.190	0.006
19761109	0.285	0.300	1.1	2.4	0.00	0.06	22.9	1.00	77.5	2.1	1.6	4.5	0.000	0.081	0.204	0.269	0.016
19761110	0.429	0.370	2.8	0.9	0.00	0.05	22.3	1.00	79.2	1.7	2.4	4.9	0.000	0.205	0.224	0.395	0.034
19761111	0.573	0.470	2.8	1.8	0.00	0.04	20.1	1.00	81.5	2.6	3.9	5.3	0.000	0.330	0.243	0.519	0.055
19761112	0.700	0.620	12.6	0.3	0.00	0.04	29.4	1.00	82.3	0.9	3.8	5.7	0.000	0.438	0.262	0.625	0.075
19761113	0.685	0.660	0.0	-5.2	0.00	0.03	29.4	1.00	82.3	0.0	2.8	6.0	0.000	0.406	0.279	0.610	0.075
19761114	0.600	0.650	0.0	-9.6	0.00	0.02	29.4	1.00	82.3	0.0	1.9	6.4	0.000	0.304	0.296	0.535	0.064
19761115	0.517	0.620	0.0	-9.6	0.00	0.01	29.4	1.00	82.3	0.0	1.2	6.7	0.000	0.205	0.312	0.463	0.054
19761116	0.444	0.580	0.0	-5.3	0.00	0.00	29.4	1.00	82.3	0.0	0.5	7.0	0.000	0.117	0.327	0.399	0.045
19761117	0.383	0.540	0.0	-7.8	0.00	0.00	29.4	1.00	82.3	0.0	0.0	7.1	0.000	0.044	0.339	0.345	0.037
19761118	0.343	0.490	0.0	-8.9	0.00	0.00	29.4	1.00	82.3	0.0	0.0	6.8	0.000	0.004	0.339	0.310	0.033
19761119	0.325	0.480	0.3	-1.6	0.00	0.00	29.7	1.00	82.3	0.0	0.0	6.5	0.000	0.000	0.325	0.294	0.031
19761120	0.311	0.440	0.3	1.5	0.00	0.00	29.8	1.00	82.3	0.1	0.0	6.2	0.000	0.000	0.311	0.281	0.030
19761121	0.299	0.400	0.0	-0.4	0.00	0.00	29.8	1.00	82.3	0.0	0.0	6.0	0.000	0.000	0.299	0.270	0.029
19761122	0.285	0.400	0.0	-1.8	0.00	0.00	29.8	1.00	82.3	0.0	0.0	5.7	0.000	0.000	0.285	0.258	0.027
19761123	0.272	0.360	0.0	-3.1	0.00	0.00	29.8	1.00	82.3	0.0	0.0	5.4	0.000	0.000	0.272	0.246	0.026
19761124	0.260	0.360	0.0	-10.5	0.00	0.00	29.8	1.00	82.3	0.0	0.0	5.2	0.000	0.000	0.260	0.235	0.025
19761125	0.248	0.320	2.3	-12.7	0.00	0.00	31.8	1.00	82.3	0.0	0.0	4.9	0.000	0.000	0.248	0.224	0.024
19761126	0.236	0.320	0.0	-3.2	0.00	0.00	31.8	1.00	82.3	0.0	0.0	4.7	0.000	0.000	0.236	0.214	0.023
19761127	0.225	0.290	0.0	-5.1	0.00	0.00	31.8	1.00	82.3	0.0	0.0	4.5	0.000	0.000	0.225	0.204	0.022
19761128	0.215	0.280	1.2	-6.0	0.00	0.00	32.8	1.00	82.3	0.0	0.0	4.3	0.000	0.000	0.215	0.194	0.021
19761129	0.205	0.250	0.0	1.1	0.00	0.00	32.8	1.00	82.3	0.0	0.0	4.1	0.000	0.000	0.205	0.185	0.020
